driverId,driver_age,driver_momentum,position_qualifying,q1_millis,reached_q1,q2_millis,reached_q2,q3_millis,reached_q3,constructorId,constructor_momentum,round,circuitId,grid,driver_track_affinity,constructor_track_affinity,constructor_dnf_rate,driver_dnf_rate,circuit_dnf_rate
67,20.42710472279261,7.0,20,96107.0,True,104974.1,False,107424.9,False,5,9.166666666666666,2,2,20,7.0,16.333333333333332,0.3703703703703703,0.0,0.2575757575757575
6,24.229979466119097,15.666666666666666,12,95341.0,True,94788.0,True,107424.9,False,3,13.333333333333334,2,2,11,17.0,16.5,0.3055555555555556,0.15,0.2575757575757575
4,27.685147159479808,3.6666666666666665,10,95260.0,True,94706.0,True,97659.0,True,4,9.166666666666666,2,2,9,3.6666666666666665,6.0,0.2037037037037037,0.1111111111111111,0.2575757575757575
20,21.75770020533881,8.666666666666666,3,94935.0,True,94276.0,True,95518.0,True,9,13.0,2,2,13,18.0,14.0,0.3333333333333333,0.3703703703703703,0.2575757575757575
5,27.460643394934976,14.666666666666666,14,95023.0,True,94924.0,True,107424.9,False,1,11.666666666666666,2,2,14,5.5,6.166666666666667,0.2037037037037037,0.1944444444444444,0.2575757575757575
8,29.46748802190281,7.0,9,95476.0,True,94456.0,True,96170.0,True,6,6.666666666666667,2,2,7,8.666666666666666,6.5,0.1759259259259259,0.2592592592592592,0.2575757575757575
9,24.32580424366872,10.333333333333334,8,95166.0,True,94562.0,True,96106.0,True,2,9.333333333333334,2,2,6,10.0,8.666666666666666,0.1666666666666666,0.1707317073170731,0.2575757575757575
22,36.90622861054072,7.333333333333333,4,95701.0,True,95503.0,True,96493.0,True,23,2.25,3,17,4,10.666666666666666,2.25,0.0,0.1818181818181818,0.21875
17,32.643394934976044,9.0,3,95751.0,True,95173.0,True,96466.0,True,9,12.5,3,17,3,10.666666666666666,10.5,0.3363636363636363,0.3818181818181818,0.21875
16,26.269678302532512,14.0,19,97669.0,True,105812.3,False,109253.1,False,10,14.833333333333334,3,17,18,20.0,18.0,0.475,0.5135135135135135,0.21875
12,23.734428473648187,16.333333333333332,17,96908.0,True,105812.3,False,109253.1,False,4,11.166666666666666,3,17,16,8.0,6.166666666666667,0.2,0.5,0.21875
8,29.505817932922657,10.666666666666666,8,96137.0,True,95856.0,True,98089.0,True,6,9.666666666666666,3,17,8,8.333333333333334,4.666666666666667,0.1727272727272727,0.2545454545454545,0.21875
18,29.24845995893224,5.0,5,95533.0,True,95556.0,True,96532.0,True,23,2.25,3,17,5,8.333333333333334,2.25,0.0,0.2727272727272727,0.21875
20,21.796030116358654,10.666666666666666,1,96565.0,True,95130.0,True,96184.0,True,9,12.5,3,17,1,6.5,10.5,0.3363636363636363,0.3928571428571428,0.21875
4,27.72347707049966,6.0,2,96443.0,True,95803.0,True,96381.0,True,4,11.166666666666666,3,17,2,2.6666666666666665,6.166666666666667,0.2,0.109090909090909,0.21875
3,23.811088295687885,8.666666666666666,7,95941.0,True,95809.0,True,97397.0,True,3,12.166666666666666,3,17,7,14.0,12.333333333333334,0.3,0.2727272727272727,0.21875
21,36.26009582477755,15.666666666666666,20,97672.0,True,105812.3,False,109253.1,False,10,14.833333333333334,3,17,20,10.333333333333334,18.0,0.475,0.2363636363636363,0.21875
15,34.76796714579056,5.0,6,96308.0,True,95645.0,True,96835.0,True,7,4.666666666666667,3,17,6,17.333333333333332,16.0,0.2818181818181818,0.2545454545454545,0.21875
9,24.36413415468857,14.666666666666666,18,96966.0,True,105812.3,False,109253.1,False,2,11.0,3,17,17,12.333333333333334,9.333333333333334,0.1727272727272727,0.1904761904761904,0.21875
7,30.138261464750173,10.666666666666666,16,96906.0,True,105812.3,False,109253.1,False,5,9.833333333333334,3,17,15,13.0,9.333333333333334,0.3727272727272727,0.25,0.21875
10,27.08829568788501,4.333333333333333,14,96364.0,True,96066.0,True,109253.1,False,7,4.666666666666667,3,17,19,7.0,16.0,0.2818181818181818,0.2,0.21875
5,27.498973305954827,15.333333333333334,12,96646.0,True,96032.0,True,109253.1,False,1,13.0,3,17,12,13.5,11.0,0.209090909090909,0.2162162162162162,0.21875
2,31.942505133470227,7.333333333333333,11,96525.0,True,95975.0,True,109253.1,False,2,11.0,3,17,11,6.333333333333333,9.333333333333334,0.1727272727272727,0.1272727272727272,0.21875
6,24.268309377138944,15.666666666666666,15,96673.0,True,96193.0,True,109253.1,False,3,12.166666666666666,3,17,14,12.0,12.333333333333334,0.3,0.1428571428571428,0.21875
13,27.98357289527721,8.666666666666666,13,96178.0,True,96033.0,True,109253.1,False,6,9.666666666666666,3,17,13,7.666666666666667,4.666666666666667,0.1727272727272727,0.1454545454545454,0.21875
67,20.465434633812457,11.5,10,96284.0,True,95965.0,True,99321.0,True,5,9.833333333333334,3,17,10,11.5,9.333333333333334,0.3727272727272727,0.5,0.21875
1,24.279260780287476,10.666666666666666,9,95776.0,True,95740.0,True,98595.0,True,1,13.0,3,17,9,10.0,11.0,0.209090909090909,0.081081081081081,0.21875
10,27.107460643394933,4.666666666666667,2,93165.0,True,92613.0,True,93712.0,True,7,6.833333333333333,4,3,2,9.0,10.666666666666666,0.2857142857142857,0.1904761904761904,0.2121212121212121
15,34.78713210130048,9.0,1,92799.0,True,92671.0,True,93431.0,True,7,6.833333333333333,4,3,1,9.666666666666666,10.666666666666666,0.2857142857142857,0.2678571428571428,0.2121212121212121
16,26.28884325804244,14.333333333333334,16,93722.0,True,103335.1,False,104918.0,False,10,14.333333333333334,4,3,19,17.0,15.5,0.4761904761904761,0.5263157894736842,0.2121212121212121
67,20.484599589322382,10.333333333333334,17,93753.0,True,103335.1,False,104918.0,False,5,10.0,4,3,16,10.333333333333334,17.166666666666668,0.3660714285714285,0.3333333333333333,0.2121212121212121
5,27.51813826146475,14.666666666666666,11,93479.0,True,93242.0,True,104918.0,False,1,12.833333333333334,4,3,11,7.0,5.5,0.2053571428571428,0.2105263157894736,0.2121212121212121
